house_id,square_footage,number_of_rooms,number_of_bathrooms,lot_size_sqft,distance_to_city_center_km,year_built,has_garage,quality_score,school_rating,building_material,heating_type,price_k_usd
9949,3791,3,3.5,11917,27.4,1979,Yes,4,3,Wood,Gas,1071.69
9950,1710,5,2.0,6758,24.2,2001,No,7,2,Brick,Electric,732.6
9951,1749,4,2.0,12526,13.1,1960,Yes,5,1,Brick,Gas,739.08
9952,2875,3,1.0,4357,28.7,1996,Yes,3,4,Brick,Electric,863.98
9953,3314,4,2.5,10571,8.8,1954,No,5,5,Wood,Gas,1060.92
9954,4131,4,2.0,10442,11.9,1952,Yes,5,4,Stone,Electric,1125.93
9955,3829,4,2.0,7839,22.7,1964,Yes,3,4,Wood,Gas,1108.48
9956,900,5,3.5,10814,7.8,1951,Yes,10,5,Wood,Oil,1007.5
9957,3200,2,1.5,4899,15.9,1951,Yes,7,1,Wood,Gas,825.86
9958,4171,5,2.0,4332,22.1,2021,Yes,5,1,Stone,Electric,1095.54
9959,3143,3,3.0,4806,19.7,2003,Yes,6,2,Wood,Gas,1089.49
9960,1152,2,3.0,6141,5.5,1995,Yes,6,5,Brick,Electric,895.38
9961,3755,3,3.0,4018,19.3,1990,No,3,5,Stone,Gas,1125.58
9962,1818,2,3.5,11363,17.6,2018,Yes,6,3,Wood,Gas,1016.88
9963,1979,2,1.5,6112,17.2,1979,No,10,3,Brick,Gas,876.07
9964,4336,5,3.5,6855,25.0,1993,Yes,7,3,Wood,Electric,1231.91
9965,4450,4,1.0,5227,6.3,1959,Yes,4,1,Wood,Electric,1014.5
9966,3302,4,2.0,8819,22.8,1979,Yes,10,2,Brick,Gas,1079.55
9967,4619,2,1.0,14996,23.1,1998,No,7,2,Brick,Gas,1179.04
9968,1779,5,3.5,6032,22.0,1984,No,3,4,Wood,Gas,885.52
9969,1776,3,2.0,7830,15.7,2014,Yes,4,2,Brick,Gas,793.38
9970,2171,3,2.0,7563,12.5,1966,No,6,3,Wood,Electric,852.32
9971,3080,4,1.5,10655,12.4,1980,No,5,5,Wood,Gas,996.94
9972,907,4,1.5,13627,22.3,2019,No,9,4,Brick,Gas,890.78
9973,1772,3,2.5,7307,15.4,2001,No,10,1,Brick,Gas,880.76
9974,2426,3,1.0,5712,10.8,1975,Yes,6,2,Wood,Gas,863.17
9975,1503,5,2.5,12796,19.1,1954,No,7,5,Brick,Gas,892.71
9976,1674,3,3.0,7240,25.3,1963,No,7,3,Wood,Gas,810.96
9977,4609,5,2.5,6156,2.8,2000,Yes,9,1,Brick,Gas,1413.35
9978,3211,4,3.0,12348,29.2,1964,No,10,1,Wood,Electric,944.76
9979,2907,3,2.0,5664,3.8,1961,Yes,3,2,Wood,Electric,827.93
9980,4353,4,1.0,14522,15.8,1995,Yes,5,5,Stone,Gas,1312.39
9981,2073,2,2.5,11458,17.2,2013,Yes,5,3,Brick,Gas,871.07
9982,1359,2,3.0,5735,5.0,2021,Yes,4,3,Wood,Oil,818.39
9983,916,2,2.0,6181,27.6,2008,No,10,3,Stone,Gas,870.14
9984,3846,3,3.0,8750,14.7,1975,Yes,4,3,Wood,Gas,1056.55
9985,843,4,2.0,14549,5.2,1978,Yes,7,2,Wood,Electric,783.36
9986,1308,3,1.5,7484,21.6,1953,No,3,2,Brick,Gas,576.87
9987,4239,4,2.0,12150,20.2,1999,No,9,5,Wood,Electric,1341.28
9988,4728,5,1.5,5114,28.9,1974,Yes,7,4,Stone,Electric,1287.43
9989,1716,3,2.0,11785,13.8,1989,Yes,8,2,Wood,Gas,871.34
9990,3745,2,1.5,11771,8.8,1981,Yes,10,3,Wood,Gas,1183.09
9991,1598,5,1.5,7839,2.7,1986,Yes,5,5,Wood,Gas,1025.45
9992,2560,4,3.5,10689,22.3,1959,No,5,3,Brick,Oil,934.99
9993,3133,3,1.5,10386,18.9,1987,No,7,2,Stone,Electric,1010.87
9994,4075,4,1.5,6444,29.2,2010,Yes,9,5,Stone,Gas,1366.85
9995,1618,4,4.0,10026,21.7,1976,Yes,5,3,Wood,Gas,863.81
9996,2968,3,2.5,12369,28.1,1956,No,10,4,Brick,Gas,1030.21
9997,4535,3,2.5,10676,29.8,2022,Yes,9,1,Wood,Gas,1251.78
9998,3865,4,3.0,11739,13.4,1958,Yes,10,1,Wood,Gas,1182.79
9999,4059,4,2.0,10188,5.4,2008,No,4,3,Wood,Gas,1108.38
10000,1706,5,1.5,10697,6.7,1985,Yes,5,1,Brick,Gas,789.78
10001,4908,2,2.0,10046,10.2,1979,Yes,4,4,Wood,Gas,1154.86
10002,1402,4,3.0,8478,15.8,1968,Yes,6,4,Brick,Gas,896.57
10003,3433,2,3.5,4707,4.6,1990,No,9,3,Brick,Oil,1217.62
10004,2591,5,2.0,10950,9.7,2004,Yes,3,4,Wood,Electric,916.67
10005,4327,2,2.0,11397,9.9,1955,Yes,3,1,Wood,Gas,938.95
10006,2611,2,2.0,4017,1.1,1971,Yes,5,3,Wood,Gas,1174.36
10007,4711,5,2.5,14720,11.3,2019,Yes,10,1,Brick,Oil,1485.18
10008,1640,4,2.0,7689,4.4,1973,Yes,3,4,Brick,Gas,887.85
10009,3942,2,3.5,10306,13.5,2011,No,8,4,Brick,Gas,1314.5
10010,2890,4,4.0,9151,6.7,1991,Yes,6,5,Brick,Gas,1193.65
10011,1836,4,2.5,4121,24.8,1971,No,10,2,Brick,Electric,888.58
10012,1524,3,4.0,6486,3.3,1965,Yes,5,2,Brick,Gas,939.5
10013,1787,4,2.0,13610,26.1,1962,Yes,4,3,Wood,Gas,729.76
10014,1602,4,3.0,14854,17.8,1986,Yes,6,1,Brick,Gas,812.89
10015,3382,2,2.5,14937,14.3,2001,Yes,9,2,Stone,Gas,1221.46
10016,4637,4,2.0,4734,16.9,1973,No,8,3,Brick,Gas,1124.32
10017,1326,4,2.0,13637,11.9,1966,Yes,6,4,Stone,Gas,870.52
10018,2465,3,2.0,10269,4.7,1965,No,3,2,Wood,Gas,747.75
10019,1938,3,3.0,11827,23.2,1950,No,8,1,Wood,Electric,791.16
10020,1259,2,3.5,6407,27.9,1950,Yes,10,5,Wood,Electric,887.35
10021,3352,2,2.5,13866,28.6,1979,Yes,4,5,Wood,Electric,1023.54
10022,3608,3,2.5,10849,20.5,1973,Yes,7,2,Brick,Electric,1028.65
10023,3698,3,2.0,11526,12.9,1995,Yes,6,5,Brick,Gas,1211.79
10024,4043,5,2.5,10871,14.9,1951,No,3,3,Wood,Gas,984.29
10025,4868,4,2.5,11005,20.1,1964,No,9,1,Stone,Gas,1201.99
10026,3131,2,1.5,8132,24.9,1978,No,9,4,Stone,Gas,1092.26
10027,4485,2,4.0,10533,11.9,2011,Yes,6,1,Stone,Electric,1277.27
10028,1431,4,2.0,4437,27.6,1962,Yes,10,4,Wood,Electric,911.18
10029,3256,4,3.0,11664,10.4,2014,No,4,5,Wood,Gas,1159.74
10030,1781,2,2.0,4174,16.4,1994,No,10,3,Wood,Gas,936.89
10031,2356,3,3.5,13698,28.9,1996,No,9,4,Wood,Gas,1077.52
10032,3005,3,1.5,7374,28.2,1965,Yes,10,5,Wood,Electric,1096.32
10033,4755,4,2.0,10424,21.2,1952,Yes,4,4,Stone,Gas,1127.4
10034,1721,2,1.0,12611,10.4,2019,No,5,2,Brick,Electric,664.94
10035,1204,4,1.5,12182,7.4,1954,Yes,10,1,Wood,Gas,754.38
10036,2420,3,2.0,7049,3.3,1975,Yes,7,3,Stone,Electric,941.87
10037,3752,5,2.0,8025,21.6,1964,Yes,7,5,Wood,Gas,1179.63
10038,3918,5,3.0,7882,15.6,2022,Yes,3,3,Stone,Electric,1192.61
10039,2394,3,2.0,11446,17.6,2004,Yes,7,1,Wood,Gas,840.28
10040,1365,4,2.5,11232,14.7,1971,Yes,4,4,Brick,Gas,884.55
10041,3668,5,3.5,6364,15.0,1986,No,7,4,Brick,Gas,1213.67
10042,1657,3,3.0,10473,17.6,1978,Yes,3,3,Brick,Electric,704.18
10043,2084,2,1.0,13816,27.5,1975,No,6,4,Brick,Electric,863.27
10044,1384,4,1.5,8181,1.9,2019,Yes,7,4,Wood,Gas,1034.15
10045,2045,4,1.0,11406,24.2,1960,No,7,4,Wood,Gas,844.38
10046,851,5,1.0,13415,12.3,1969,No,10,2,Stone,Electric,813.71
10047,2963,4,2.0,6623,22.6,2019,Yes,9,5,Wood,Gas,1138.13
10048,1337,5,2.5,14656,28.5,1982,No,4,5,Brick,Gas,918.25
10049,1340,5,1.5,10004,9.9,1979,Yes,4,1,Brick,Gas,827.31
10050,1614,3,2.0,8299,3.6,1999,Yes,9,4,Brick,Electric,988.64
10051,2215,5,2.0,4550,7.7,1983,Yes,6,3,Stone,Electric,978.18
10052,3638,2,2.5,7723,7.4,1954,No,9,4,Brick,Gas,1153.38
10053,2452,4,3.5,6095,22.5,1961,No,8,1,Brick,Electric,901.77
10054,3465,5,4.0,5842,2.8,2001,Yes,8,4,Brick,Gas,1500.6
10055,4862,4,2.5,10535,2.5,2000,Yes,5,2,Wood,Electric,1321.88
10056,3156,5,2.0,9327,21.1,1970,No,7,1,Stone,Electric,988.02
10057,4610,3,2.5,12675,17.1,2020,Yes,4,5,Wood,Oil,1332.89
10058,1663,2,2.5,6943,13.1,2007,Yes,5,5,Brick,Gas,1018.56
10059,985,4,2.0,6667,17.7,2013,Yes,7,2,Stone,Electric,794.0
10060,2351,3,2.5,14580,22.3,1955,Yes,7,5,Brick,Gas,1012.41
10061,3007,4,2.0,13283,4.0,1998,Yes,10,2,Wood,Oil,1205.92
10062,1561,3,4.0,14609,17.0,2021,No,5,5,Wood,Gas,954.26
10063,2079,2,1.0,5121,24.9,1986,No,4,5,Wood,Electric,783.41
10064,4494,5,2.0,6017,11.5,1959,Yes,6,4,Brick,Oil,1202.12
10065,4081,3,2.0,11788,23.1,2015,No,8,1,Brick,Gas,1097.91
10066,2336,4,3.0,14403,25.5,2005,Yes,7,5,Brick,Electric,1116.99
10067,3964,4,1.5,4601,24.8,2020,Yes,9,1,Stone,Oil,1147.59
10068,3570,3,2.0,7146,19.9,2015,No,3,1,Wood,Oil,867.25
10069,2763,2,2.5,5052,21.8,1994,No,3,5,Wood,Gas,786.45
10070,4645,2,2.5,10973,23.8,2017,Yes,3,1,Wood,Gas,1129.66
10071,4235,5,2.0,4522,22.3,2013,No,9,2,Wood,Gas,1181.51
10072,1361,5,2.0,10216,14.1,1965,No,6,3,Wood,Electric,684.6
10073,3221,4,3.0,6265,5.6,1959,Yes,8,2,Wood,Electric,1046.12
10074,2935,4,2.5,8213,10.0,1970,No,7,5,Brick,Electric,1119.14
10075,2861,5,3.5,5210,7.0,1961,No,4,2,Wood,Electric,908.28
10076,2980,5,2.5,8351,11.5,1962,Yes,4,3,Wood,Gas,1038.49
10077,2760,5,1.5,12404,15.2,1959,Yes,10,2,Brick,Gas,982.53
10078,4679,3,2.5,8167,28.8,1962,No,9,1,Brick,Gas,1088.1
10079,4079,5,1.0,5833,28.8,1983,No,8,5,Brick,Electric,1152.69
10080,4684,3,2.0,6870,23.3,2008,Yes,6,1,Wood,Gas,1220.7
10081,4070,3,2.0,7025,29.4,1998,Yes,8,1,Wood,Electric,1119.79
10082,1382,5,3.5,5285,29.9,1955,No,7,5,Wood,Oil,902.28
10083,2413,2,1.5,13492,26.7,1961,Yes,10,5,Wood,Electric,958.42
10084,1901,2,2.5,12175,3.3,1978,No,5,4,Stone,Electric,925.27
10085,1088,4,1.5,12951,13.4,1975,No,5,3,Brick,Gas,692.54
10086,4659,5,3.5,6479,16.5,2017,No,7,1,Wood,Electric,1245.36
10087,3860,4,2.0,4209,4.6,1965,Yes,7,1,Stone,Electric,1133.48
10088,3726,5,2.5,13084,24.5,2002,No,4,5,Brick,Gas,1167.2
10089,4902,4,2.5,5242,5.3,1968,No,6,5,Brick,Electric,1222.58
10090,1983,3,2.0,8012,12.1,1996,Yes,10,2,Brick,Electric,932.5
10091,2246,5,3.5,5978,3.0,1981,Yes,6,1,Wood,Gas,1030.67
10092,2549,2,2.5,9899,16.2,2019,Yes,10,1,Wood,Gas,1118.94
10093,2703,5,2.0,7155,18.3,2019,Yes,8,5,Wood,Gas,1186.79
10094,3975,4,2.0,9138,22.3,2010,Yes,10,1,Brick,Gas,1211.14
10095,1877,4,3.5,14774,10.8,1954,Yes,10,3,Brick,Gas,1032.2
10096,3177,4,1.0,5403,18.1,2008,No,9,4,Brick,Gas,1093.85
10097,1647,4,2.0,9508,22.3,1951,Yes,9,5,Wood,Gas,1009.33
10098,3676,4,3.0,10034,23.1,1951,No,4,5,Brick,Electric,1006.7
10099,2039,4,1.0,8088,9.7,1952,No,3,1,Wood,Gas,548.43
10100,2132,2,2.5,11676,3.0,2019,No,5,4,Stone,Electric,1031.66
10101,4306,4,2.0,11435,2.1,1992,No,7,4,Wood,Electric,1334.0
10102,3179,2,1.5,13307,23.3,1954,No,8,5,Brick,Electric,995.25
10103,4922,5,2.5,13912,12.2,1999,No,5,5,Wood,Gas,1307.73
10104,4037,3,3.0,12612,4.9,1959,No,5,5,Wood,Electric,1171.93
10105,3165,2,2.0,8175,6.4,1976,Yes,8,3,Brick,Oil,1006.37
10106,3212,5,1.5,11486,23.2,1973,Yes,6,1,Brick,Electric,913.47
10107,3974,3,2.0,12046,18.4,1971,Yes,4,3,Wood,Electric,995.66
10108,1172,2,4.0,12425,15.5,1952,Yes,3,5,Brick,Gas,819.91
10109,2749,2,1.5,12501,19.1,1965,Yes,3,4,Wood,Gas,804.81
10110,1044,5,1.5,14245,5.0,1979,No,10,1,Stone,Gas,832.45
10111,2640,4,4.0,10534,10.3,1992,No,8,1,Brick,Gas,1080.51
10112,4227,2,3.5,4801,11.8,1953,Yes,8,5,Wood,Gas,1362.31
10113,924,2,2.5,4524,10.1,1989,Yes,10,5,Wood,Gas,919.22
10114,3553,5,1.5,6760,26.1,1965,No,4,5,Wood,Electric,972.92
10115,2719,4,1.5,10948,17.9,2021,Yes,5,5,Wood,Electric,1026.9
10116,2435,3,1.5,14192,22.2,1965,No,4,5,Brick,Electric,826.08
10117,2225,4,2.5,12613,7.9,2015,Yes,9,5,Wood,Electric,1191.35
10118,2340,4,2.0,14957,8.7,2004,Yes,4,1,Wood,Electric,835.19
10119,1330,5,1.0,12420,7.5,1969,Yes,9,3,Wood,Gas,829.08
10120,3903,4,2.0,12129,21.0,2000,Yes,7,4,Brick,Electric,1213.51
10121,2601,5,3.5,5490,11.1,2006,No,10,5,Brick,Electric,1155.34
10122,1836,3,3.0,4722,12.7,2000,Yes,7,4,Brick,Electric,1010.22
10123,4528,2,2.5,13019,21.6,1967,Yes,5,1,Stone,Electric,1129.65
10124,4811,2,1.0,6316,29.2,2008,No,6,4,Wood,Oil,1195.22
10125,4263,5,3.5,9012,5.7,1977,Yes,3,1,Wood,Gas,1048.28
10126,1942,5,2.0,13310,2.8,2018,Yes,7,2,Stone,Gas,1131.68
10127,2555,4,2.0,8267,6.7,1977,No,5,3,Wood,Electric,976.61
10128,2429,4,3.5,10939,22.3,1962,No,8,2,Brick,Gas,907.87
10129,1562,2,1.0,10072,6.6,1955,No,4,1,Wood,Electric,512.15
10130,4757,2,2.5,11808,17.9,1978,No,9,2,Brick,Electric,1211.76
10131,1357,2,3.0,13186,18.1,1958,No,7,1,Wood,Electric,653.91
10132,1639,5,1.0,11687,9.5,1978,Yes,4,2,Brick,Oil,725.19
10133,802,3,2.0,5996,3.0,1987,Yes,4,1,Brick,Electric,654.94
10134,1851,3,4.0,13150,12.6,2014,Yes,7,3,Wood,Oil,967.18
10135,2204,5,1.5,8345,6.4,2005,No,9,3,Brick,Electric,963.15
10136,956,4,2.0,10210,6.3,1979,Yes,5,3,Wood,Gas,727.3
10137,2737,3,2.5,5946,16.2,2008,No,8,1,Wood,Gas,793.34
10138,1310,4,2.0,6833,20.5,2007,No,9,4,Wood,Gas,852.7
10139,4204,2,2.0,13250,3.2,1959,Yes,3,2,Wood,Electric,1022.96
10140,1937,2,1.0,8476,17.8,1970,Yes,5,2,Brick,Gas,696.02
10141,4714,4,1.5,11979,8.1,2005,No,6,2,Stone,Gas,1194.6
10142,4121,2,3.5,7681,20.5,1975,No,9,2,Brick,Gas,1168.88
10143,1514,5,3.0,12830,24.5,1964,No,9,3,Brick,Gas,921.07
10144,3086,4,2.0,6043,24.4,1984,No,9,4,Brick,Oil,1118.45
10145,3454,4,2.0,11252,11.7,1964,Yes,6,2,Stone,Electric,1047.54
10146,1790,4,2.0,11597,17.5,1955,No,3,4,Wood,Gas,709.77
10147,2960,3,2.0,7626,24.0,1977,No,9,1,Brick,Oil,891.47
10148,2944,4,2.5,4239,2.8,2012,No,8,1,Wood,Gas,1086.32
10149,2863,4,1.0,10183,18.6,1978,Yes,9,2,Brick,Electric,891.43
10150,3403,4,3.5,6871,25.3,1997,No,10,5,Wood,Electric,1345.12
10151,2777,3,2.0,6202,11.8,2012,No,6,3,Wood,Gas,880.28
10152,1175,2,3.5,5171,14.2,2007,Yes,4,2,Wood,Electric,721.25
10153,1541,3,2.0,4717,21.3,1970,No,6,3,Stone,Electric,726.44
10154,3467,5,3.0,8920,3.0,1971,Yes,10,2,Wood,Gas,1268.76
10155,2040,4,3.0,9131,12.2,1976,Yes,10,3,Brick,Gas,1073.13
10156,4270,5,2.0,7824,9.6,2006,Yes,7,5,Stone,Gas,1326.57
10157,3167,3,2.5,11702,1.5,1959,No,10,5,Wood,Electric,1362.35
10158,3043,2,2.5,13332,6.7,1971,Yes,9,1,Brick,Electric,1081.51
10159,4349,2,2.0,8203,12.5,1993,No,4,2,Wood,Oil,985.49
10160,1217,4,2.0,11851,6.7,1977,No,9,5,Brick,Electric,967.34
10161,1406,2,2.0,4038,18.5,1999,Yes,5,5,Stone,Gas,958.97
10162,1367,3,2.0,13769,14.0,2000,Yes,8,2,Wood,Gas,887.07
10163,1343,3,2.0,6781,2.1,1950,Yes,3,2,Wood,Electric,724.9
10164,1683,2,1.0,4047,9.0,1983,No,7,1,Wood,Gas,588.29
10165,2023,4,3.5,6394,1.6,1984,Yes,10,5,Wood,Oil,1355.22
10166,3693,4,2.5,9975,11.4,2010,Yes,7,3,Brick,Gas,1204.8
10167,2868,3,2.0,13026,8.5,1979,Yes,3,2,Stone,Gas,973.33
10168,4509,2,1.0,7549,21.0,2017,Yes,6,2,Wood,Electric,1098.51
10169,2586,3,2.5,9666,9.9,1989,No,3,2,Wood,Oil,742.8
10170,2257,3,1.0,8863,11.9,2014,Yes,3,2,Wood,Gas,770.35
10171,2714,5,2.5,6852,22.0,1986,Yes,6,5,Stone,Gas,1179.56
10172,877,3,1.0,4935,14.9,2013,Yes,9,3,Wood,Oil,947.94
10173,4413,4,2.5,7056,17.1,1950,Yes,5,1,Wood,Gas,974.94
10174,2108,2,2.0,4783,25.4,1964,No,8,4,Brick,Electric,771.24
10175,1447,2,2.5,12081,7.0,1962,No,3,5,Wood,Gas,742.26
10176,2987,5,1.5,13001,29.7,1978,No,6,5,Wood,Gas,1035.55
10177,1352,5,1.5,9121,27.1,2004,Yes,10,4,Wood,Gas,1009.31
10178,1081,4,1.5,11220,9.3,1994,Yes,7,4,Stone,Electric,942.44
10179,2081,5,2.0,5753,26.9,1953,No,3,2,Wood,Electric,659.46
10180,2646,3,2.0,4982,22.9,2013,Yes,10,3,Wood,Gas,1046.76
10181,3287,3,1.0,13275,28.0,1964,Yes,10,5,Brick,Gas,1180.39
10182,3593,4,2.0,4959,21.0,1997,Yes,10,5,Wood,Oil,1190.69
10183,4511,2,2.5,13918,20.6,2005,Yes,8,1,Brick,Gas,1166.07
10184,4999,4,2.5,11000,1.1,2019,No,9,4,Wood,Electric,1752.29
10185,3576,5,4.0,11444,14.8,1964,Yes,10,4,Wood,Gas,1360.98
10186,2396,2,2.0,4643,6.8,1988,Yes,9,5,Wood,Gas,960.99
10187,1279,2,2.0,7678,10.4,2018,No,3,4,Stone,Gas,848.46
10188,4112,2,2.5,7895,29.4,2009,No,9,2,Brick,Gas,1197.08
10189,4018,5,2.0,4259,3.5,1993,Yes,5,1,Stone,Gas,1222.63
10190,2763,3,2.5,5155,22.0,1992,Yes,5,5,Stone,Electric,956.03
10191,2942,3,3.5,6102,6.0,1953,Yes,7,1,Brick,Electric,937.7
10192,4698,5,2.0,13298,1.2,1999,Yes,5,2,Wood,Gas,1439.87
10193,2872,5,2.0,7359,15.5,1988,Yes,9,1,Brick,Gas,1036.6
10194,2095,4,3.0,5403,5.7,2003,Yes,8,4,Wood,Gas,1091.88
10195,1738,4,3.0,7385,29.0,1972,Yes,7,5,Wood,Gas,844.45
10196,1561,3,2.0,4456,6.9,2009,No,9,1,Stone,Gas,873.22
10197,2469,5,1.0,13406,6.6,1984,Yes,3,3,Wood,Gas,847.6
10198,4662,4,4.0,14456,1.9,2003,No,6,5,Wood,Gas,1510.61
10199,3485,5,2.0,4244,10.6,2007,Yes,5,1,Stone,Electric,1025.04
10200,4699,5,2.0,8873,1.7,2011,No,7,5,Brick,Gas,1653.0
10201,2731,3,4.0,8356,15.5,1997,No,5,1,Wood,Electric,889.89
10202,4739,3,3.5,8252,15.7,1956,No,5,1,Wood,Oil,974.34
10203,1926,5,2.0,13985,2.5,1994,Yes,10,4,Brick,Electric,1237.49
10204,4097,2,2.0,9385,8.0,1962,Yes,4,1,Brick,Gas,1019.17
10205,2003,2,2.5,12586,25.1,2002,No,3,3,Brick,Gas,838.67
10206,4935,5,2.0,7124,14.4,1988,Yes,5,4,Wood,Gas,1218.64
10207,4572,3,2.0,8407,13.6,1967,No,10,3,Wood,Gas,1276.96
10208,1319,2,4.0,10390,21.3,1971,No,6,3,Brick,Gas,843.84
10209,3083,3,2.5,11124,21.7,1985,No,8,2,Stone,Gas,1104.53
10210,1282,2,3.0,4963,23.1,2002,No,4,3,Wood,Gas,730.88
10211,3277,5,2.5,4603,25.1,2021,No,10,1,Wood,Electric,1143.92
10212,3893,4,3.0,4732,7.7,1952,Yes,10,5,Brick,Gas,1317.04
10213,1142,4,3.5,9836,2.9,2011,Yes,7,4,Wood,Gas,1079.64
10214,2262,3,2.0,10769,12.0,1978,Yes,7,4,Brick,Gas,969.34
10215,2002,3,3.0,9530,25.8,2022,Yes,6,4,Wood,Electric,959.47
10216,2421,2,3.0,9506,3.3,1957,Yes,6,5,Brick,Electric,1131.7
10217,3198,5,3.5,13749,17.7,1995,No,8,3,Brick,Gas,1169.24
10218,4396,2,2.5,13691,21.3,2005,Yes,3,2,Wood,Oil,1059.28
10219,4335,5,3.5,5468,15.0,1998,No,6,1,Brick,Gas,1151.37
10220,3677,5,1.0,11589,8.4,1992,Yes,7,4,Wood,Gas,1181.76
10221,3190,3,1.5,5915,10.5,1959,No,3,1,Wood,Gas,660.24
10222,4151,4,1.5,7396,3.1,1962,Yes,6,3,Wood,Oil,1109.18
10223,3713,4,1.5,12831,9.5,2006,Yes,6,2,Stone,Electric,1125.89
10224,1989,3,1.0,13557,2.3,1951,No,9,4,Stone,Gas,1058.02
10225,3140,4,1.5,12464,22.1,2014,No,7,3,Wood,Electric,963.17
10226,4380,3,4.0,10474,27.0,1991,Yes,3,2,Wood,Gas,1143.69
10227,2403,2,2.0,14667,19.4,2007,Yes,4,4,Wood,Gas,901.25
10228,4097,5,2.0,10883,20.0,1959,Yes,4,3,Brick,Gas,1079.47
10229,1397,4,3.0,4808,14.7,2012,Yes,8,1,Stone,Electric,961.89
10230,1444,4,1.5,10637,5.5,2020,No,3,5,Brick,Gas,879.82
10231,3702,2,2.0,6919,1.2,2010,No,6,4,Brick,Electric,1377.54
10232,1563,2,1.5,13398,11.0,1950,Yes,10,2,Brick,Gas,794.37
10233,2442,4,1.0,5132,22.8,1975,Yes,6,2,Wood,Gas,733.04
10234,3097,4,4.0,12943,28.9,1954,Yes,3,5,Stone,Gas,1141.83
10235,2972,3,3.5,4504,13.5,1984,No,10,5,Wood,Gas,1253.56
10236,2960,3,3.5,12370,11.6,1962,No,4,3,Wood,Electric,973.86
10237,4549,4,3.5,10325,13.9,1976,No,10,5,Brick,Electric,1346.98
10238,3722,3,1.5,10801,13.4,1961,Yes,10,4,Stone,Gas,1202.53
10239,1379,2,3.0,12999,19.2,1999,Yes,8,5,Wood,Electric,861.97
10240,4604,5,2.5,6144,22.3,2008,No,9,4,Wood,Gas,1297.84
10241,3168,3,3.5,4208,23.8,1980,Yes,9,1,Wood,Gas,1044.29
10242,4732,5,1.5,7959,19.8,2018,Yes,5,5,Wood,Oil,1304.63
10243,4160,3,2.0,9544,13.7,1986,Yes,7,1,Brick,Electric,1093.81
10244,1900,4,2.0,4043,28.6,1951,Yes,3,2,Brick,Gas,721.78
10245,2470,3,2.0,8841,21.6,2020,No,8,5,Stone,Gas,1172.22
10246,3020,5,2.5,14375,13.4,2014,Yes,5,2,Brick,Gas,1086.79
10247,1016,5,1.5,14915,14.0,1952,No,7,1,Wood,Gas,686.92
10248,1175,4,2.0,14167,24.7,1969,Yes,10,2,Wood,Electric,833.64
10249,2409,5,2.5,9660,13.8,1951,Yes,5,1,Brick,Electric,870.14
10250,4906,4,1.5,11896,16.0,1991,No,5,3,Brick,Electric,1226.52
10251,4639,4,2.0,13129,9.5,1992,No,7,1,Wood,Gas,1179.29
10252,3739,5,4.0,6589,25.3,1970,Yes,5,3,Wood,Gas,1141.04
10253,4862,2,3.0,11415,16.1,1994,No,4,2,Wood,Gas,1147.41
10254,2413,5,2.5,8315,17.0,1969,No,8,1,Brick,Gas,899.76
10255,4479,5,3.5,7017,26.5,1992,No,3,3,Wood,Gas,1190.32
10256,2096,3,1.0,13198,27.7,1999,Yes,9,1,Brick,Gas,829.51
10257,4796,5,1.0,14798,24.9,1992,Yes,8,4,Wood,Gas,1329.38
10258,1955,3,1.5,7745,2.9,1973,No,9,4,Wood,Electric,994.88
10259,3166,3,2.0,5911,13.9,2009,No,4,2,Brick,Electric,897.64
10260,3691,5,2.5,9565,11.0,1981,Yes,4,4,Wood,Electric,1056.63
10261,2772,4,1.5,9263,7.2,1954,Yes,9,5,Wood,Electric,1115.13
10262,1584,2,1.0,14999,27.4,1951,No,7,3,Brick,Electric,633.65
10263,1881,5,3.0,8124,26.8,1975,Yes,7,5,Wood,Gas,1035.51
10264,2833,5,2.0,12953,14.5,1974,Yes,7,4,Wood,Gas,1047.97
10265,2414,4,4.0,8216,4.9,1999,No,5,2,Wood,Gas,919.54
10266,3216,3,1.5,12206,1.4,1988,No,5,5,Wood,Electric,1222.35
10267,4453,4,2.5,14459,13.7,1960,Yes,9,2,Wood,Electric,1151.75
10268,1296,4,3.0,8919,2.2,2012,No,3,1,Wood,Oil,763.97
10269,1304,3,3.5,8567,18.7,2017,Yes,5,5,Wood,Electric,903.94
10270,4186,5,2.0,5705,18.6,1967,Yes,3,1,Brick,Oil,1018.48
10271,3008,4,1.5,12083,27.1,1977,No,4,5,Brick,Gas,1015.66
10272,4016,4,1.5,6734,6.5,1991,Yes,3,3,Brick,Gas,1084.14
10273,4466,5,2.5,14588,11.8,2009,Yes,3,2,Brick,Electric,1202.41
10274,2208,5,2.0,8097,25.9,1971,Yes,10,1,Wood,Oil,959.37
10275,4877,2,2.5,5055,14.8,1989,Yes,10,4,Wood,Electric,1276.29
10276,2277,4,1.0,8974,2.7,2011,Yes,7,5,Brick,Oil,1228.54
10277,3197,2,2.0,5333,4.2,1952,No,10,1,Wood,Gas,953.22
10278,909,3,2.0,11977,24.6,2020,Yes,5,5,Brick,Gas,792.34
10279,4354,5,3.5,9789,22.6,2012,Yes,6,5,Brick,Gas,1305.22
10280,1449,5,3.0,7336,26.4,1969,No,10,5,Wood,Gas,872.13
10281,2299,2,2.0,14514,4.4,2020,Yes,6,1,Brick,Gas,939.35
10282,1395,4,2.5,4645,23.1,2020,No,7,1,Wood,Oil,758.21
